filename,abstract,annotation,entities,api_wikipedia_title,api_wikipedia_url,gpt_oss_120b_title,gpt_oss_120b_url,moderator,correct_title,correct_url,is_nil_gt,gt_title,gt_url,wikidata_qid,wikidata_url
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T1 TERM системы экологического мониторинга,Экологический мониторинг,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3,Экологический мониторинг,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3,3,,,FALSE,Экологический мониторинг,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3,Q1749732,https://www.wikidata.org/wiki/Q1749732
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T2 TERM модуль усвоения данных,Усвоение второго языка,https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%B2%D0%BE%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE_%D1%8F%D0%B7%D1%8B%D0%BA%D0%B0,Модульное программирование,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5,0,,,TRUE,,,,
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T3 TERM алгоритма усвоения данных,Программированное обучение,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5,Алгоритм,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%BE%D1%80%D0%B8%D1%82%D0%BC,0,,,TRUE,,,,
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T4 TERM исходные файлы,Исходный код,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BA%D0%BE%D0%B4,Исходный код,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BA%D0%BE%D0%B4,0,,,TRUE,,,,
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T5 TERM Network Common Data Form,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,3,,,FALSE,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,Q1361922,https://www.wikidata.org/wiki/Q1361922
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T6 TERM NetCDF,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,3,,,FALSE,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,Q1361922,https://www.wikidata.org/wiki/Q1361922
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T7 TERM NetCDF,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,3,,,FALSE,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,Q1361922,https://www.wikidata.org/wiki/Q1361922
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T8 TERM NetCDF,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,3,,,FALSE,NetCDF,https://ru.wikipedia.org/wiki/NetCDF,Q1361922,https://www.wikidata.org/wiki/Q1361922
it-1367-1-ru.txt,"Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования системы экологического мониторинга. Данная система состоит из несколько взаимодействующих модулей. Одна из них «модуль усвоения данных», которая моделирует процесс с применением алгоритма усвоения данных. Для оптимального моделирования необходимо исходные файлы форматом Network Common Data Form (NetCDF), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата NetCDF, представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы NetCDF с помощью математической программы Scilab, которая является альтернативой MATLAB. В работе представлена разработанная база данных по загрязнителям атмосферного воздуха. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания базы данных использовалась система управления базами данных (СУБД) MS SQL Приведена реляционная модель созданной базы данных. Показано взаимодействие основных составляющих информационно-моделирующей системы.","Необходимость разработки формата приложений на основе современных технологий обусловлена актуальностью оптимального функционирования [системы экологического мониторинга|T1|TERM]. Данная система состоит из несколько взаимодействующих модулей. Одна из них «[модуль усвоения данных|T2|TERM]», которая моделирует процесс с применением [алгоритма усвоения данных|T3|TERM]. Для оптимального моделирования необходимо [исходные файлы|T4|TERM] форматом [Network Common Data Form|T5|TERM] ([NetCDF|T6|TERM]), который будет формироваться с разработанного приложения. В работе дается характеристика, особенности, структура формата [NetCDF|T7|TERM], представлены существующие утилиты и программные обеспечения, инструменты, программы визуализации по работе с данным форматом. Анализируются их назначение, функции. Приведены созданные файлы [NetCDF|T8|TERM] с помощью [математической программы|T9|TERM] [Scilab|T10|TERM], которая является альтернативой [MATLAB|T11|TERM]. В работе представлена разработанная [база данных|T12|TERM] по [загрязнителям атмосферного воздуха|T13|TERM]. Описана структура основных таблиц : поля, тип данных, описание поля, свойства поля. Для создания [базы данных|T14|TERM] использовалась [система управления базами данных|T15|TERM] ([СУБД|T16|TERM]) [MS SQL|T17|TERM] Приведена [реляционная модель|T18|TERM] созданной [базы данных|T19|TERM]. Показано взаимодействие основных составляющих [информационно-моделирующей системы|T20|TERM].",T9 TERM математической программы,Математическая логика,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%BE%D0%B3%D0%B8%D0%BA%D0%B0,Математическая модель,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C,0,,,TRUE,,,,
