filename,abstract,annotation,entities,api_wikipedia_title,api_wikipedia_url,gpt_oss_120b_title,gpt_oss_120b_url,moderator,correct_title,correct_url,is_nil_gt,gt_title,gt_url,wikidata_qid,wikidata_url
ling-12226-1-ru.txt,"Целью данной статьи является исследование процессов формирования эстетики социалистического реализма в литературах тюркоязычных народов бывших союзных республик. Социалистический реализм, как направление литературы ХХ века, впервые начал формироваться в русской литературе еще в досоветскую эпоху – в народнической, а позднее в так называемой пролетарской литературе. Политика огосударствления литературы в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в 1932 году председателем Оргкомитета СП СССР  И.Гронским было названо социалистическим реализмом. Формирование эстетики соцреализма в русской литературе было обусловлено и художественными явлениями литературы, и официальной доктриной советского государства. В литературах тюркоязычных народов СССР соцреализм, как литературное направление, возник вследствие политики огосударствления литературы. Многие века литературы этих народов опирались на общетюркский духовно-религиозный и культурно-мифологический фундамент, в период с XI по XIX века развивались в контексте восточной классической литературы.Литературы тюркоязычных народов бывшего СССР в период формирования эстетики соцреализма скорее напоминали эпигонскую литературу. Тем не менее, система образов, фабульные конфигурации произведений, композиционные  и  архитектонические формы  существенно разнились от русской советской литературы. Авторы опирались на традиции устного народного творчества и классической восточной литературы.","Целью данной статьи является исследование процессов формирования [эстетики социалистического реализма|T1|TERM] в [литературах тюркоязычных народов|T2|TERM] бывших союзных республик. [Социалистический реализм|T3|TERM], как направление литературы [ХХ века|T4|VALUE], впервые начал формироваться в [русской литературе|T5|TERM] еще в [досоветскую эпоху|T6|TERM] – в народнической, а позднее в так называемой [пролетарской литературе|T7|TERM]. Политика [огосударствления литературы|T8|TERM] в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в [1932 году|T9|VALUE] председателем Оргкомитета СП СССР  И.Гронским было названо [социалистическим реализмом|T10|TERM]. Формирование эстетики [соцреализма|T11|TERM] в [русской литературе|T12|TERM] было обусловлено и художественными явлениями литературы, и официальной доктриной [советского государства|T13|TERM]. В [литературах тюркоязычных народов|T14|TERM] СССР [соцреализм|T15|TERM], как литературное направление, возник вследствие политики [огосударствления литературы|T16|TERM]. Многие века литературы этих народов опирались на [общетюркский духовно-религиозный и культурно-мифологический фундамент|T17|TERM], в период с [XI по XIX века|T18|VALUE] развивались в контексте [восточной классической литературы|T19|TERM].[Литературы тюркоязычных народов|T20|TERM] бывшего СССР в период формирования эстетики [соцреализма|T21|TERM] скорее напоминали [эпигонскую литературу|T22|TERM]. Тем не менее, [система образов|T23|TERM], [фабульные конфигурации произведений|T24|TERM], композиционные и [архитектонические формы|T26|TERM] существенно разнились от [русской советской литературы|T27|TERM]. Авторы опирались на [традиции устного народного творчества|T28|TERM] и [классической восточной литературы|T29|TERM].",T1 TERM эстетики социалистического реализма,Критический реализм (литература),https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC_(%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0),Эстетика,https://ru.wikipedia.org/wiki/%D0%AD%D1%81%D1%82%D0%B5%D1%82%D0%B8%D0%BA%D0%B0,0,Социалистический реализм,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC,FALSE,Социалистический реализм,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC,Q180902,https://www.wikidata.org/wiki/Q180902
ling-12226-1-ru.txt,"Целью данной статьи является исследование процессов формирования эстетики социалистического реализма в литературах тюркоязычных народов бывших союзных республик. Социалистический реализм, как направление литературы ХХ века, впервые начал формироваться в русской литературе еще в досоветскую эпоху – в народнической, а позднее в так называемой пролетарской литературе. Политика огосударствления литературы в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в 1932 году председателем Оргкомитета СП СССР  И.Гронским было названо социалистическим реализмом. Формирование эстетики соцреализма в русской литературе было обусловлено и художественными явлениями литературы, и официальной доктриной советского государства. В литературах тюркоязычных народов СССР соцреализм, как литературное направление, возник вследствие политики огосударствления литературы. Многие века литературы этих народов опирались на общетюркский духовно-религиозный и культурно-мифологический фундамент, в период с XI по XIX века развивались в контексте восточной классической литературы.Литературы тюркоязычных народов бывшего СССР в период формирования эстетики соцреализма скорее напоминали эпигонскую литературу. Тем не менее, система образов, фабульные конфигурации произведений, композиционные  и  архитектонические формы  существенно разнились от русской советской литературы. Авторы опирались на традиции устного народного творчества и классической восточной литературы.","Целью данной статьи является исследование процессов формирования [эстетики социалистического реализма|T1|TERM] в [литературах тюркоязычных народов|T2|TERM] бывших союзных республик. [Социалистический реализм|T3|TERM], как направление литературы [ХХ века|T4|VALUE], впервые начал формироваться в [русской литературе|T5|TERM] еще в [досоветскую эпоху|T6|TERM] – в народнической, а позднее в так называемой [пролетарской литературе|T7|TERM]. Политика [огосударствления литературы|T8|TERM] в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в [1932 году|T9|VALUE] председателем Оргкомитета СП СССР  И.Гронским было названо [социалистическим реализмом|T10|TERM]. Формирование эстетики [соцреализма|T11|TERM] в [русской литературе|T12|TERM] было обусловлено и художественными явлениями литературы, и официальной доктриной [советского государства|T13|TERM]. В [литературах тюркоязычных народов|T14|TERM] СССР [соцреализм|T15|TERM], как литературное направление, возник вследствие политики [огосударствления литературы|T16|TERM]. Многие века литературы этих народов опирались на [общетюркский духовно-религиозный и культурно-мифологический фундамент|T17|TERM], в период с [XI по XIX века|T18|VALUE] развивались в контексте [восточной классической литературы|T19|TERM].[Литературы тюркоязычных народов|T20|TERM] бывшего СССР в период формирования эстетики [соцреализма|T21|TERM] скорее напоминали [эпигонскую литературу|T22|TERM]. Тем не менее, [система образов|T23|TERM], [фабульные конфигурации произведений|T24|TERM], композиционные и [архитектонические формы|T26|TERM] существенно разнились от [русской советской литературы|T27|TERM]. Авторы опирались на [традиции устного народного творчества|T28|TERM] и [классической восточной литературы|T29|TERM].",T2 TERM литературах тюркоязычных народов,Тюрки,https://ru.wikipedia.org/wiki/%D0%A2%D1%8E%D1%80%D0%BA%D0%B8,Татарская литература,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D1%82%D0%B0%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0,1,,,FALSE,Тюрки,https://ru.wikipedia.org/wiki/%D0%A2%D1%8E%D1%80%D0%BA%D0%B8,Q83328,https://www.wikidata.org/wiki/Q83328
ling-12226-1-ru.txt,"Целью данной статьи является исследование процессов формирования эстетики социалистического реализма в литературах тюркоязычных народов бывших союзных республик. Социалистический реализм, как направление литературы ХХ века, впервые начал формироваться в русской литературе еще в досоветскую эпоху – в народнической, а позднее в так называемой пролетарской литературе. Политика огосударствления литературы в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в 1932 году председателем Оргкомитета СП СССР  И.Гронским было названо социалистическим реализмом. Формирование эстетики соцреализма в русской литературе было обусловлено и художественными явлениями литературы, и официальной доктриной советского государства. В литературах тюркоязычных народов СССР соцреализм, как литературное направление, возник вследствие политики огосударствления литературы. Многие века литературы этих народов опирались на общетюркский духовно-религиозный и культурно-мифологический фундамент, в период с XI по XIX века развивались в контексте восточной классической литературы.Литературы тюркоязычных народов бывшего СССР в период формирования эстетики соцреализма скорее напоминали эпигонскую литературу. Тем не менее, система образов, фабульные конфигурации произведений, композиционные  и  архитектонические формы  существенно разнились от русской советской литературы. Авторы опирались на традиции устного народного творчества и классической восточной литературы.","Целью данной статьи является исследование процессов формирования [эстетики социалистического реализма|T1|TERM] в [литературах тюркоязычных народов|T2|TERM] бывших союзных республик. [Социалистический реализм|T3|TERM], как направление литературы [ХХ века|T4|VALUE], впервые начал формироваться в [русской литературе|T5|TERM] еще в [досоветскую эпоху|T6|TERM] – в народнической, а позднее в так называемой [пролетарской литературе|T7|TERM]. Политика [огосударствления литературы|T8|TERM] в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в [1932 году|T9|VALUE] председателем Оргкомитета СП СССР  И.Гронским было названо [социалистическим реализмом|T10|TERM]. Формирование эстетики [соцреализма|T11|TERM] в [русской литературе|T12|TERM] было обусловлено и художественными явлениями литературы, и официальной доктриной [советского государства|T13|TERM]. В [литературах тюркоязычных народов|T14|TERM] СССР [соцреализм|T15|TERM], как литературное направление, возник вследствие политики [огосударствления литературы|T16|TERM]. Многие века литературы этих народов опирались на [общетюркский духовно-религиозный и культурно-мифологический фундамент|T17|TERM], в период с [XI по XIX века|T18|VALUE] развивались в контексте [восточной классической литературы|T19|TERM].[Литературы тюркоязычных народов|T20|TERM] бывшего СССР в период формирования эстетики [соцреализма|T21|TERM] скорее напоминали [эпигонскую литературу|T22|TERM]. Тем не менее, [система образов|T23|TERM], [фабульные конфигурации произведений|T24|TERM], композиционные и [архитектонические формы|T26|TERM] существенно разнились от [русской советской литературы|T27|TERM]. Авторы опирались на [традиции устного народного творчества|T28|TERM] и [классической восточной литературы|T29|TERM].",T3 TERM Социалистический реализм,Социалистический реализм,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC,Социалистический реализм,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC,3,,,FALSE,Социалистический реализм,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B5%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC,Q180902,https://www.wikidata.org/wiki/Q180902
ling-12226-1-ru.txt,"Целью данной статьи является исследование процессов формирования эстетики социалистического реализма в литературах тюркоязычных народов бывших союзных республик. Социалистический реализм, как направление литературы ХХ века, впервые начал формироваться в русской литературе еще в досоветскую эпоху – в народнической, а позднее в так называемой пролетарской литературе. Политика огосударствления литературы в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в 1932 году председателем Оргкомитета СП СССР  И.Гронским было названо социалистическим реализмом. Формирование эстетики соцреализма в русской литературе было обусловлено и художественными явлениями литературы, и официальной доктриной советского государства. В литературах тюркоязычных народов СССР соцреализм, как литературное направление, возник вследствие политики огосударствления литературы. Многие века литературы этих народов опирались на общетюркский духовно-религиозный и культурно-мифологический фундамент, в период с XI по XIX века развивались в контексте восточной классической литературы.Литературы тюркоязычных народов бывшего СССР в период формирования эстетики соцреализма скорее напоминали эпигонскую литературу. Тем не менее, система образов, фабульные конфигурации произведений, композиционные  и  архитектонические формы  существенно разнились от русской советской литературы. Авторы опирались на традиции устного народного творчества и классической восточной литературы.","Целью данной статьи является исследование процессов формирования [эстетики социалистического реализма|T1|TERM] в [литературах тюркоязычных народов|T2|TERM] бывших союзных республик. [Социалистический реализм|T3|TERM], как направление литературы [ХХ века|T4|VALUE], впервые начал формироваться в [русской литературе|T5|TERM] еще в [досоветскую эпоху|T6|TERM] – в народнической, а позднее в так называемой [пролетарской литературе|T7|TERM]. Политика [огосударствления литературы|T8|TERM] в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в [1932 году|T9|VALUE] председателем Оргкомитета СП СССР  И.Гронским было названо [социалистическим реализмом|T10|TERM]. Формирование эстетики [соцреализма|T11|TERM] в [русской литературе|T12|TERM] было обусловлено и художественными явлениями литературы, и официальной доктриной [советского государства|T13|TERM]. В [литературах тюркоязычных народов|T14|TERM] СССР [соцреализм|T15|TERM], как литературное направление, возник вследствие политики [огосударствления литературы|T16|TERM]. Многие века литературы этих народов опирались на [общетюркский духовно-религиозный и культурно-мифологический фундамент|T17|TERM], в период с [XI по XIX века|T18|VALUE] развивались в контексте [восточной классической литературы|T19|TERM].[Литературы тюркоязычных народов|T20|TERM] бывшего СССР в период формирования эстетики [соцреализма|T21|TERM] скорее напоминали [эпигонскую литературу|T22|TERM]. Тем не менее, [система образов|T23|TERM], [фабульные конфигурации произведений|T24|TERM], композиционные и [архитектонические формы|T26|TERM] существенно разнились от [русской советской литературы|T27|TERM]. Авторы опирались на [традиции устного народного творчества|T28|TERM] и [классической восточной литературы|T29|TERM].",T5 TERM русской литературе,Русская литература,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0,Русская литература,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0,3,,,FALSE,Русская литература,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0,Q179161,https://www.wikidata.org/wiki/Q179161
ling-12226-1-ru.txt,"Целью данной статьи является исследование процессов формирования эстетики социалистического реализма в литературах тюркоязычных народов бывших союзных республик. Социалистический реализм, как направление литературы ХХ века, впервые начал формироваться в русской литературе еще в досоветскую эпоху – в народнической, а позднее в так называемой пролетарской литературе. Политика огосударствления литературы в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в 1932 году председателем Оргкомитета СП СССР  И.Гронским было названо социалистическим реализмом. Формирование эстетики соцреализма в русской литературе было обусловлено и художественными явлениями литературы, и официальной доктриной советского государства. В литературах тюркоязычных народов СССР соцреализм, как литературное направление, возник вследствие политики огосударствления литературы. Многие века литературы этих народов опирались на общетюркский духовно-религиозный и культурно-мифологический фундамент, в период с XI по XIX века развивались в контексте восточной классической литературы.Литературы тюркоязычных народов бывшего СССР в период формирования эстетики соцреализма скорее напоминали эпигонскую литературу. Тем не менее, система образов, фабульные конфигурации произведений, композиционные  и  архитектонические формы  существенно разнились от русской советской литературы. Авторы опирались на традиции устного народного творчества и классической восточной литературы.","Целью данной статьи является исследование процессов формирования [эстетики социалистического реализма|T1|TERM] в [литературах тюркоязычных народов|T2|TERM] бывших союзных республик. [Социалистический реализм|T3|TERM], как направление литературы [ХХ века|T4|VALUE], впервые начал формироваться в [русской литературе|T5|TERM] еще в [досоветскую эпоху|T6|TERM] – в народнической, а позднее в так называемой [пролетарской литературе|T7|TERM]. Политика [огосударствления литературы|T8|TERM] в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в [1932 году|T9|VALUE] председателем Оргкомитета СП СССР  И.Гронским было названо [социалистическим реализмом|T10|TERM]. Формирование эстетики [соцреализма|T11|TERM] в [русской литературе|T12|TERM] было обусловлено и художественными явлениями литературы, и официальной доктриной [советского государства|T13|TERM]. В [литературах тюркоязычных народов|T14|TERM] СССР [соцреализм|T15|TERM], как литературное направление, возник вследствие политики [огосударствления литературы|T16|TERM]. Многие века литературы этих народов опирались на [общетюркский духовно-религиозный и культурно-мифологический фундамент|T17|TERM], в период с [XI по XIX века|T18|VALUE] развивались в контексте [восточной классической литературы|T19|TERM].[Литературы тюркоязычных народов|T20|TERM] бывшего СССР в период формирования эстетики [соцреализма|T21|TERM] скорее напоминали [эпигонскую литературу|T22|TERM]. Тем не менее, [система образов|T23|TERM], [фабульные конфигурации произведений|T24|TERM], композиционные и [архитектонические формы|T26|TERM] существенно разнились от [русской советской литературы|T27|TERM]. Авторы опирались на [традиции устного народного творчества|T28|TERM] и [классической восточной литературы|T29|TERM].",T6 TERM досоветскую эпоху,"Не в силе Бог, а в правде","https://ru.wikipedia.org/wiki/%D0%9D%D0%B5_%D0%B2_%D1%81%D0%B8%D0%BB%D0%B5_%D0%91%D0%BE%D0%B3,_%D0%B0_%D0%B2_%D0%BF%D1%80%D0%B0%D0%B2%D0%B4%D0%B5",,,0,Русская литература,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0,FALSE,Русская литература,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0,Q179161,https://www.wikidata.org/wiki/Q179161
ling-12226-1-ru.txt,"Целью данной статьи является исследование процессов формирования эстетики социалистического реализма в литературах тюркоязычных народов бывших союзных республик. Социалистический реализм, как направление литературы ХХ века, впервые начал формироваться в русской литературе еще в досоветскую эпоху – в народнической, а позднее в так называемой пролетарской литературе. Политика огосударствления литературы в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в 1932 году председателем Оргкомитета СП СССР  И.Гронским было названо социалистическим реализмом. Формирование эстетики соцреализма в русской литературе было обусловлено и художественными явлениями литературы, и официальной доктриной советского государства. В литературах тюркоязычных народов СССР соцреализм, как литературное направление, возник вследствие политики огосударствления литературы. Многие века литературы этих народов опирались на общетюркский духовно-религиозный и культурно-мифологический фундамент, в период с XI по XIX века развивались в контексте восточной классической литературы.Литературы тюркоязычных народов бывшего СССР в период формирования эстетики соцреализма скорее напоминали эпигонскую литературу. Тем не менее, система образов, фабульные конфигурации произведений, композиционные  и  архитектонические формы  существенно разнились от русской советской литературы. Авторы опирались на традиции устного народного творчества и классической восточной литературы.","Целью данной статьи является исследование процессов формирования [эстетики социалистического реализма|T1|TERM] в [литературах тюркоязычных народов|T2|TERM] бывших союзных республик. [Социалистический реализм|T3|TERM], как направление литературы [ХХ века|T4|VALUE], впервые начал формироваться в [русской литературе|T5|TERM] еще в [досоветскую эпоху|T6|TERM] – в народнической, а позднее в так называемой [пролетарской литературе|T7|TERM]. Политика [огосударствления литературы|T8|TERM] в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в [1932 году|T9|VALUE] председателем Оргкомитета СП СССР  И.Гронским было названо [социалистическим реализмом|T10|TERM]. Формирование эстетики [соцреализма|T11|TERM] в [русской литературе|T12|TERM] было обусловлено и художественными явлениями литературы, и официальной доктриной [советского государства|T13|TERM]. В [литературах тюркоязычных народов|T14|TERM] СССР [соцреализм|T15|TERM], как литературное направление, возник вследствие политики [огосударствления литературы|T16|TERM]. Многие века литературы этих народов опирались на [общетюркский духовно-религиозный и культурно-мифологический фундамент|T17|TERM], в период с [XI по XIX века|T18|VALUE] развивались в контексте [восточной классической литературы|T19|TERM].[Литературы тюркоязычных народов|T20|TERM] бывшего СССР в период формирования эстетики [соцреализма|T21|TERM] скорее напоминали [эпигонскую литературу|T22|TERM]. Тем не менее, [система образов|T23|TERM], [фабульные конфигурации произведений|T24|TERM], композиционные и [архитектонические формы|T26|TERM] существенно разнились от [русской советской литературы|T27|TERM]. Авторы опирались на [традиции устного народного творчества|T28|TERM] и [классической восточной литературы|T29|TERM].",T7 TERM пролетарской литературе,Советская литература,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0,Пролетарская литература (журнал),https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BB%D0%B5%D1%82%D0%B0%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0_%28%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB%29,1,,,FALSE,Советская литература,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B0%D1%8F_%D0%BB%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0,Q4426352,https://www.wikidata.org/wiki/Q4426352
ling-12226-1-ru.txt,"Целью данной статьи является исследование процессов формирования эстетики социалистического реализма в литературах тюркоязычных народов бывших союзных республик. Социалистический реализм, как направление литературы ХХ века, впервые начал формироваться в русской литературе еще в досоветскую эпоху – в народнической, а позднее в так называемой пролетарской литературе. Политика огосударствления литературы в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в 1932 году председателем Оргкомитета СП СССР  И.Гронским было названо социалистическим реализмом. Формирование эстетики соцреализма в русской литературе было обусловлено и художественными явлениями литературы, и официальной доктриной советского государства. В литературах тюркоязычных народов СССР соцреализм, как литературное направление, возник вследствие политики огосударствления литературы. Многие века литературы этих народов опирались на общетюркский духовно-религиозный и культурно-мифологический фундамент, в период с XI по XIX века развивались в контексте восточной классической литературы.Литературы тюркоязычных народов бывшего СССР в период формирования эстетики соцреализма скорее напоминали эпигонскую литературу. Тем не менее, система образов, фабульные конфигурации произведений, композиционные  и  архитектонические формы  существенно разнились от русской советской литературы. Авторы опирались на традиции устного народного творчества и классической восточной литературы.","Целью данной статьи является исследование процессов формирования [эстетики социалистического реализма|T1|TERM] в [литературах тюркоязычных народов|T2|TERM] бывших союзных республик. [Социалистический реализм|T3|TERM], как направление литературы [ХХ века|T4|VALUE], впервые начал формироваться в [русской литературе|T5|TERM] еще в [досоветскую эпоху|T6|TERM] – в народнической, а позднее в так называемой [пролетарской литературе|T7|TERM]. Политика [огосударствления литературы|T8|TERM] в период установления Советской власти требовала единой эстетической системы в литературе. Из всех существующих систем этим требованиям соответствовало направление, которое в [1932 году|T9|VALUE] председателем Оргкомитета СП СССР  И.Гронским было названо [социалистическим реализмом|T10|TERM]. Формирование эстетики [соцреализма|T11|TERM] в [русской литературе|T12|TERM] было обусловлено и художественными явлениями литературы, и официальной доктриной [советского государства|T13|TERM]. В [литературах тюркоязычных народов|T14|TERM] СССР [соцреализм|T15|TERM], как литературное направление, возник вследствие политики [огосударствления литературы|T16|TERM]. Многие века литературы этих народов опирались на [общетюркский духовно-религиозный и культурно-мифологический фундамент|T17|TERM], в период с [XI по XIX века|T18|VALUE] развивались в контексте [восточной классической литературы|T19|TERM].[Литературы тюркоязычных народов|T20|TERM] бывшего СССР в период формирования эстетики [соцреализма|T21|TERM] скорее напоминали [эпигонскую литературу|T22|TERM]. Тем не менее, [система образов|T23|TERM], [фабульные конфигурации произведений|T24|TERM], композиционные и [архитектонические формы|T26|TERM] существенно разнились от [русской советской литературы|T27|TERM]. Авторы опирались на [традиции устного народного творчества|T28|TERM] и [классической восточной литературы|T29|TERM].",T8 TERM огосударствления литературы,Социал-демократия,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB-%D0%B4%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%8F,Национализация,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F,0,,,TRUE,,,,
